"symbol__gene_id","gene_id","module_color","module","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"NA__GOHIR.A05G254500","GOHIR.A05G254500","turquoise","1",5.7319766171009,6.3768489843012,3.99660535351819,4.66857905138723,5.34019244086205,6.49013580067031,3.26810619600039,4.92852099589995,5.17172646219901,5.64298863708882,2.90596453624025,7.33906152909472,4.76414179767502,3.52243390118707,6.41316299657021,4.03701925339726,4.13233107114161,2.30125471211252,3.80594922847068,6.40986381740276,5.8098754943797,5.47363029579888,4.08777918202374,5.16121409872378,NA,"A05",28078574,NA,4,"protein_coding","Cyclin B and related kinase-activating proteins ",NA,3432,1254,3432,205,739,12,NA,"List"
"NA__GOHIR.A05G263400","GOHIR.A05G263400","turquoise","1",4.76983570309366,7.22267287292984,3.62920243250671,4.55358985866488,5.84197828492966,6.40833095901541,3.82179741624117,2.70472824240449,5.20058578114279,5.99701755982773,4.25895692487073,5.22010572001394,4.24753108094958,3.52243390118707,6.02465629994941,4.30757538124165,5.61833775063958,3.25899741217106,2,5.7906596991247,5.72031150357604,5.68848238742477,2,2.37216058689913,NA,"A05",29617650,NA,1,"protein_coding","WRC (WRC) ",NA,3210,1815,3210,277,355,4,NA,"List"
"NA__GOHIR.A05G327500","GOHIR.A05G327500","turquoise","1",4.8036356967005,5.86017625309514,3.31921301700808,4.61222979547848,5.20941727397945,6.67639911550201,3.08865834514957,5.50998977714615,5.11221597496395,4.53873875602274,2.90596453624025,7.1457648820318,4.14009296602165,3.8778860690021,6.645669209253,4.46332468073473,2,2.55034042698888,3.23987283799798,5.95891491704497,5.72031150357604,5.26636778164258,4.30671728749097,4.35615958972902,NA,"A05",65598273,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,6472,3789,6472,4,334,16,NA,"List"
"NA__GOHIR.A05G378400","GOHIR.A05G378400","turquoise","1",7.17326695190408,8.77720562653124,3.31921301700808,6.84620844128351,8.59225793667557,9.00211304496138,5.68156138665653,2.70472824240449,7.43433167289992,7.94648834851087,5.40759274813482,8.1454988877602,7.16030008070272,7.06056068747317,8.6693528542867,7.51936693993604,7.87116111167583,2.76268627686853,2,7.48066374786591,9.06108660133477,7.48238585376703,5.48764260699626,2.37216058689913,NA,"A05",104651006,NA,1,"protein_coding","PROTODERMAL FACTOR 1",NA,1429,930,1429,115,195,3,NA,"List"
"NA__GOHIR.A05G409100","GOHIR.A05G409100","turquoise","1",5.76666460850433,6.70131888269448,4.19809144001549,5.32354683492225,5.85953014889882,7.50435917134565,3.70200287017715,5.69676336864222,6.02628619333621,6.4842263372844,4.07173580493983,7.61286600833331,5.48847818116904,4.60482721735636,7.38534667529838,4.38755079317136,4.73127487487708,2.76268627686853,4.21145014290031,7.15065860160651,6.44245868394499,5.72137444013409,4.16451001339232,5.25314241208656,NA,"A05",110282538,NA,6,"protein_coding","fused (FU)",NA,10543,3935,10171,244,278,22,NA,"List"
"NA__GOHIR.A06G004200","GOHIR.A06G004200","turquoise","1",7.6984309164007,6.18908544689881,8.56840933244167,7.58509792878957,9.76786240512836,6.89238141851582,9.8420417875133,8.85730136124289,8.18822548892336,7.08210022692078,7.10833815878358,5.10661457571242,8.89376864641,10.3584168522168,7.75238518030045,9.31817684712673,8.0290289382296,8.43000298383109,7.88514704154853,4.80560141534435,6.57245570598928,10.0740219503377,8.52760688975956,9.04715895727858,NA,"A06",251571,NA,1,"protein_coding","GIBBERELLIN-REGULATED PROTEIN 1-RELATED",NA,797,309,797,155,235,2,NA,"List"
"NA__GOHIR.A06G018600","GOHIR.A06G018600","turquoise","1",6.86450617725706,7.07133446772214,4.37485551897382,6.00897920714444,6.11470102209079,7.53680350942777,3.70200287017715,5.19973345037372,6.419017019915,6.5350059237597,2.90596453624025,7.72479220807813,5.35068706765694,5.25718507146975,7.69647315969648,5.153968691874,6.62584157207908,3.39259727247032,3.80594922847068,7.4338203955413,6.86290323003913,5.47363029579888,4.08777918202374,5.01130833816112,NA,"A06",1868775,NA,1,"protein_coding","VID27 cytoplasmic protein (VID27)",NA,2860,1920,2860,80,300,2,NA,"List"
"NA__GOHIR.A06G021400","GOHIR.A06G021400","turquoise","1",7.79401282466851,6.09233182702924,5.13349080972967,5.96465737059027,5.20941727397945,6.18088716210179,3.9324029322246,3.93895167572611,6.54813273738769,6.6158579599863,2.36878579064934,8.75694618837093,6.05973257551282,4.60482721735636,7.86733766777578,4.30757538124165,7.07529499396896,3.82959454406705,6.43653632537852,7.61270566237028,4.04806987674594,4.09440234949898,4.49676618994051,4.43678700890159,NA,"A06",2307226,NA,1,"protein_coding","beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5] (iaaA, ASRGL1)",NA,2143,978,2143,235,138,4,NA,"List"
"NA__GOHIR.A06G026300","GOHIR.A06G026300","turquoise","1",6.94999648582653,7.2029471116776,4.19809144001549,6.63619380773415,7.20192810378291,8.73761077720632,4.72983729279058,6.79535651554828,7.7049473193165,7.61788847725884,5.55787905803957,8.33631370000061,7.04589296784809,5.92404426393461,8.91406593126775,6.54177061833824,6.62584157207908,4.23739536021525,5.19702601499971,8.28602233628873,7.76298377912421,6.54218438177519,4.81505177241008,6.4525011923495,NA,"A06",2836077,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,3796,1911,3796,619,370,8,NA,"List"
"NA__GOHIR.A06G083500","GOHIR.A06G083500","turquoise","1",5.91319874648296,6.84399716007029,2.92385636079773,6.26798514776773,6.25393483275893,8.10705482951584,3.82179741624117,4.73737064019903,6.40668540430108,6.67742782361968,3.2965032520356,8.02884612452626,5.65384827081449,4.32568629639498,7.74739086927153,4.79197152995748,4.95763719323603,3.11175116310498,2.93194882728233,7.54378976611253,6.86290323003913,5.93274517133592,4.61084352918994,2.9129327379303,NA,"A06",27206434,NA,2,"protein_coding","LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE ERECTA",NA,7387,2918,7387,452,428,27,NA,"List"
"NA__GOHIR.A06G140200","GOHIR.A06G140200","turquoise","1",6.57265835338841,5.98862003282908,4.2891790075307,4.55358985866488,5.18177707261507,6.68800169903611,2.88367650908263,4.80394147985998,5.94334248807924,7.29348805253069,2.66223396262617,7.05689818676095,4.52883790385157,3.8778860690021,7.41084025710494,4.22290501778909,6.41315524464084,2.30125471211252,3.60533583869366,7.27280103847442,6.15080251377012,4.36805438990209,3.9208699371506,4.08310675211079,NA,"A06",110555383,NA,1,"protein_coding","histone H3 (H3)",NA,672,411,672,56,205,1,NA,"List"
"NA__GOHIR.A06G160300","GOHIR.A06G160300","turquoise","1",4.08185133977688,6.30464878741252,3.31921301700808,4.55358985866488,4.22837752617552,6.04312615858202,2.88367650908263,4.25671654395696,4.27009496393345,4.4708077499319,2,7.09310434809411,3.60632031527194,3.04973148124057,6.12047954809446,3.93424794101844,3.08955533621585,2.30125471211252,3.23987283799798,5.7299120222932,5.55251691389839,4.44883807723355,3.11173054532276,2.9129327379303,NA,"A06",120150451,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,3347,2541,3347,321,380,2,NA,"List"
"NA__GOHIR.A07G021800","GOHIR.A07G021800","turquoise","1",5.74942486454421,4.82475486950926,2.37746796713408,4.92139061047095,4.11603626567886,6.26075276556441,2.88367650908263,4.59423824429262,4.80909208364921,5.81722294257668,2.66223396262617,6.85382078468406,3.60632031527194,3.65089734552499,6.29491630876285,3.08998308067961,2,2,3.80594922847068,5.7906596991247,5.29330933933904,3.99029223081701,3.62755307871061,3.61354485408319,NA,"A07",2436136,NA,1,"protein_coding","IQ calmodulin-binding motif (IQ)",NA,2511,1314,2511,236,288,5,NA,"List"
"NA__GOHIR.A07G039200","GOHIR.A07G039200","turquoise","1",5.76666460850433,5.97317615846962,3.48251761949464,4.61222979547848,5.23653786375587,6.99869239748724,2.64466924019999,5.19973345037372,5.43722542712701,6.11297474965194,2.66223396262617,6.64204925381175,3.89775296443651,3.97925617107348,7.12535428673099,5.19899486902597,4.46266419658292,2.30125471211252,3.37225007491313,6.08553730734154,6.05984118968099,4.79625498081983,4.43615628032769,4.84400072239688,NA,"A07",5184801,NA,1,"protein_coding","ENOLASE ",NA,5534,1338,5534,237,238,17,NA,"List"
"NA__GOHIR.A07G044300","GOHIR.A07G044300","turquoise","1",8.39127468039732,8.17650179763004,5.22861515941914,7.38101657377862,7.1881022683645,8.43773476171369,3.9324029322246,5.95291736806894,7.76896987081235,8.50039544072672,4.77089504173676,9.54229678178723,6.22659356143925,5.44610225302683,8.74396485450923,6.16436240017944,8.10192444326347,3.51486701358104,5.0466327425491,8.98989681942609,7.64624903386954,7.2315110863157,4.86188681498821,5.89060394786677,NA,"A07",5789025,NA,1,"protein_coding","DNA (cytosine-5)-methyltransferase 1 (DNMT1, dcm)",NA,7674,2736,7674,198,807,21,NA,"List"
"NA__GOHIR.A07G055700","GOHIR.A07G055700","turquoise","1",2,2.42013419803197,5.31785355954745,4.14066522749712,5.12485542026683,3.70982321826618,6.04377952704642,4.51696877592419,4.73211424680523,5.33443692107851,4.70797674486394,2.35837915374809,4.24753108094958,5.17410017721097,3.77474393638957,5.97023708340312,3.08955533621585,6.25646854259286,3.49349509290103,2,4.24443302050836,6.32396936889359,4.08777918202374,4.72060781132909,NA,"A07",7367429,NA,1,"protein_coding","Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase",NA,3276,1281,3276,364,222,2,NA,"List"
"NA__GOHIR.A07G084327","GOHIR.A07G084327","turquoise","1",5.98860344679746,7.58971123768526,3.76234000623057,5.42517279692965,7.19503174821853,8.50158968727772,4.78983326589884,7.79392070829484,6.0738559129911,7.11585123556643,5.14798579267714,6.85382078468406,5.53163147737594,5.54861480536343,8.16571660899032,5.51609301143606,6.62584157207908,2.76268627686853,7.08362246809132,6.26752086827705,7.2488116025974,6.32396936889359,5.75908222179978,5.67486607828644,NA,"A07",12930790,NA,1,"protein_coding",NA,NA,989,396,989,497,96,1,NA,"List"
"NA__GOHIR.A07G084627","GOHIR.A07G084627","turquoise","1",3.55586561488141,4.68006149948842,7.19330375183456,6.13431731737629,7.23592389346086,7.04454172898865,6.06821186580325,7.26586212473736,8.02032189053659,7.46914591406865,7.13249773317078,6.72898842507024,9.80436443863914,9.67473927219566,8.55966609457002,7.98553517330117,5.32548353261474,7.31397159345826,5.51605189764299,4.47636876988586,6.15080251377012,6.18938285061322,5.33000871195678,5.42109677721747,NA,"A07",12902485,NA,1,"protein_coding","NOVEL PROTEIN SIMILAR TO VERTEBRATE GENERAL TRANSCRIPTION FACTOR IIE POLYPEPTIDE 1 ALPHA 56KDA (GTF2E1)",NA,2296,765,2296,292,596,5,NA,"List"
"NA__GOHIR.A07G122700","GOHIR.A07G122700","turquoise","1",5.3296695212295,6.75648987467306,4.10086297294918,5.17585029151347,5.94422251721385,7.49778182003694,2.88367650908263,5.92327723882916,5.89118635371848,6.1350883065384,3.73557628210589,7.30859085648979,4.76414179767502,4.32568629639498,7.43589115802354,5.24265821599152,3.70317544760233,2.76268627686853,4.63694837679835,7.4338203955413,6.41825075064969,5.2210865779634,4.76664513453441,5.57152142123965,NA,"A07",24781909,NA,1,"protein_coding","ubiquitin-conjugating enzyme E2 C (UBE2C, UBC11)",NA,1660,537,1660,292,281,6,NA,"List"
"NA__GOHIR.A07G146700","GOHIR.A07G146700","turquoise","1",5.58422948518319,4.07433215382681,3.31921301700808,4.21822318223521,5.00379644008648,6.26075276556441,2,2.39497372632075,6.17910754469486,6.56789244320985,2,7.01347621863136,5.08701976247682,3.65089734552499,6.90983418126493,5.10749186212175,4.46266419658292,2,2.74922408898782,6.96545161344679,5.58187319294735,4.28247749937117,4.37288795999587,4.35615958972902,NA,"A07",36142590,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2954,663,2954,325,337,7,NA,"List"
"NA__GOHIR.A07G208100","GOHIR.A07G208100","turquoise","1",6.78213126221345,6.73833296385344,3.62920243250671,6.00897920714444,6.08516595928651,7.41642180791255,3.26810619600039,4.92852099589995,6.35627705138771,7.21261054500472,3.8565437518839,8.17957367243443,5.19833239774204,4.5399405204505,8.01178546650909,5.36623856008471,5.32548353261474,2.55034042698888,4.34634180179301,7.70239103154719,6.99970427551245,5.8459201519029,4.66466870886218,4.5131459303441,NA,"A07",95020319,NA,1,"protein_coding","HISTONE H2A ",NA,1935,417,1935,162,306,3,NA,"List"
"NA__GOHIR.A07G214700","GOHIR.A07G214700","turquoise","1",8.61953611292643,9.18336949076845,6.14953212103396,7.85165841948087,8.30577925250823,9.70394345797827,5.15175029049025,7.90423884511827,8.32556779078001,8.70272821226443,5.87671178492189,9.64037001809533,7.1875384190568,6.56928271996475,9.67808239299765,7.06395879264655,9.22792523508088,4.37291892682088,6.25980189735453,9.3816705872497,8.53001707504682,7.94609366781909,6.40614344702556,7.40921609528877,NA,"A07",95999885,NA,1,"protein_coding","TUBULIN ",NA,2110,1353,2110,129,371,4,NA,"List"
"NA__GOHIR.A07G218250","GOHIR.A07G218250","turquoise","1",6.1285290526324,7.51702026174126,4.45572797148468,6.2496314000311,7.07244972500717,6.54220398814638,4.30558119292644,2.39497372632075,5.96031710844654,6.96352881564963,4.57325705611517,5.51518731546716,5.30166836640557,5.94925018402728,6.56848245204323,5.10749186212175,3.70317544760233,3.73211984442581,3.23987283799798,5.90498111843924,6.22710691078053,5.62035929937491,5.07565271735291,3.61354485408319,NA,"A07",96850024,NA,1,"protein_coding",NA,NA,1612,669,1612,89,447,4,NA,"List"
"NA__GOHIR.A08G000117","GOHIR.A08G000117","turquoise","1",7.2052308060595,5.8261954367179,3.31921301700808,5.13643639238027,5.46009228876372,6.04312615858202,3.26810619600039,4.34878326179343,5.33681003713604,7.1269283599408,3.8565437518839,6.74424770688221,4.44102548525816,4.72645168142458,7.18567389864876,4.73196021917035,5.96948175780703,2.94775024566816,4.13895953530986,6.59156335081767,6.54290518856892,4.59798327751573,4.81505177241008,4.5131459303441,NA,"A08",206434,NA,1,"protein_coding","histone H4 (H4)",NA,641,312,641,85,244,1,NA,"List"
"NA__GOHIR.A08G000169","GOHIR.A08G000169","turquoise","1",8.19830613579154,7.45165884417266,5.083468309467,6.65025445341459,6.91348691095458,7.98067639053199,4.60179808311366,5.38509474640965,7.18999774166979,8.07215387278598,4.88905360780104,8.48678224002009,6.78563712486873,5.54861480536343,8.83152091478031,6.07056240666234,8.25892686787266,3.11175116310498,3.49349509290103,8.2322854594582,8.06536949729185,6.11706836999248,4.99390670713736,5.6067986107972,NA,"A08",263466,NA,1,"protein_coding","histone H2A (H2A)",NA,787,453,787,70,182,2,NA,"List"
"NA__GOHIR.A08G000173","GOHIR.A08G000173","turquoise","1",8.787302113641,8.08606824016782,4.86398960224504,6.80908921691038,7.63287822512427,8.39943178936776,5.19676783340593,6.4659457729725,7.62203847484468,8.73566441209014,5.23981085720977,8.75694618837093,7.22745530006418,5.99837814363013,9.35922441362368,6.29453283196822,8.36145384565638,4.37291892682088,4.87871749457648,8.45036575625293,8.27535218602418,6.5048857303092,5.78361574877326,5.11295572100678,NA,"A08",268501,NA,1,"protein_coding","histone H2A (H2A)",NA,787,453,787,71,181,2,NA,"List"
"NA__GOHIR.A08G013660","GOHIR.A08G013660","turquoise","1",6.52279706182825,6.59434329169579,4.53230662711106,5.94197515506618,5.85953014889882,7.27741319662661,3.82179741624117,5.69676336864222,5.85533771643764,6.75086957038436,3.8565437518839,8.0443393794151,4.9020771580067,4.60482721735636,7.09422159348666,5.74586864480635,7.21329669843238,2.30125471211252,4.83349675776482,7.1736493342625,6.63681109870627,5.5117351305271,4.66466870886218,4.72060781132909,NA,"A08",1625673,NA,1,"protein_coding","origin recognition complex subunit 1 (ORC1)",NA,7253,2829,7253,90,281,16,NA,"List"
"NA__GOHIR.A08G018600","GOHIR.A08G018600","turquoise","1",5.81718120906812,6.96604533968038,4.2891790075307,6.85837227546712,7.48240369114111,6.07881915276165,6.43051275356367,4.73737064019903,6.17910754469486,6.15686801865749,5.96007428864457,7.46413480295718,7.46859592906714,6.95252210570132,6.95385764107183,7.15817536744814,4.46266419658292,3.51486701358104,3.23987283799798,8.26476716512385,3.96137482553815,8.14102987950129,6.12820013118799,4.90195269954648,NA,"A08",2352875,NA,1,"protein_coding","ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN ",NA,7973,1068,7973,34,168,5,NA,"List"
"NA__GOHIR.A08G039300","GOHIR.A08G039300","turquoise","1",9.65562915626206,9.93308541943002,5.03164889033698,9.31123278391576,9.28368852308337,7.96168349297865,9.68106651462772,6.95034183516897,9.4487222548135,9.75231698135366,7.72370267943174,8.98440965482496,9.23464508636818,9.43484278151782,8.53088996682022,10.5814648493851,10.5996634441847,8.34188586356776,4.92256377694958,9.76330874956636,7.62172425778913,10.4901082605817,10.1873223547899,8.37177735128043,NA,"A08",5091626,NA,1,"protein_coding","peroxidase (E1.11.1.7)",NA,1170,1002,1170,82,NA,2,NA,"List"
"NA__GOHIR.A08G071500","GOHIR.A08G071500","turquoise","1",7.92262838964293,6.7654833508252,4.37485551897382,6.48749319135203,6.12924486288822,6.77760881050809,4.72983729279058,5.19973345037372,6.02628619333621,7.40689040205062,3.96814831396196,7.71320710547954,5.57353139002674,4.89158776264781,7.81578526329816,5.10749186212175,7.59632522878245,3.39259727247032,4.06263292057164,7.19627942711719,6.52033818037449,5.65482289684143,4.81505177241008,4.43678700890159,NA,"A08",14032351,NA,1,"protein_coding","histone H2A (H2A)",NA,1050,423,1050,90,438,2,NA,"List"
"NA__GOHIR.A08G104000","GOHIR.A08G104000","turquoise","1",4.37949668071478,4.85876923646445,2,3.14908589167165,4.64750096391682,6.4498131225821,2,2,4.03395286269581,5.33443692107851,2,5.74495017274106,3.2407184095517,3.38140341602474,5.62803897019802,3.08998308067961,2,2,2,4.97221938307773,5.34559162214393,5.02425216845621,2.76267051994353,2.66773722629564,NA,"A08",89635270,NA,1,"protein_coding","PROTEIN IQ-DOMAIN 17-RELATED",NA,2637,1620,2637,476,248,4,NA,"List"
"NA__GOHIR.A08G171500","GOHIR.A08G171500","turquoise","1",4.13592106526137,5.64313679236127,7.28468471195746,7.7508644190004,5.59194271349205,4.67091018722623,10.1228111349396,8.41613446529195,6.4553917696543,6.86111400780803,6.92684517293521,5.69870232157925,9.15408935471714,7.28503706407627,9.03785601084039,6.3354376494028,9.64868782801384,8.29998142296826,6.20759147712397,3.8350284653394,4.6841156512444,7.45331066553524,7.84365455829747,8.95434872287384,NA,"A08",115221942,NA,1,"protein_coding","Protease inhibitor/seed storage/LTP family (Tryp_alpha_amyl)",NA,745,399,745,59,287,1,NA,"List"
"NA__GOHIR.A08G184200","GOHIR.A08G184200","turquoise","1",8.98437888178901,6.04879353599623,4.53230662711106,5.45751723073697,5.38935445803233,6.83091251327802,3.70200287017715,4.34878326179343,5.79983710923617,8.04321120090348,3.4581686629732,6.60908936978096,4.34751979078453,4.16284475288014,6.85516904946537,3.70373453095884,7.95225329695199,2,3.37225007491313,7.09152588570126,6.10097801846049,4.9147528547122,3.82956696539905,3.86734593279447,NA,"A08",118676756,NA,1,"protein_coding","histone H2A (H2A)",NA,830,432,830,73,227,2,NA,"List"
